"site_no","solar.time","temp.water","discharge","depth","cond","DO.obs","DO.sat"
"",NA,NA,NA,NA,NA,NA,NA
"01201487",2016-06-09 20:55:58,17.2,55.6,2.008632,686,8,83
"01201487",2016-06-09 21:10:58,17.2,54.8,2.005584,687,8,83
"01201487",2016-06-09 21:25:58,17.2,55.6,2.008632,688,8,83
"01201487",2016-06-09 21:40:58,17.1,54.8,2.005584,688,8,83
"01201487",2016-06-09 21:55:58,17.1,54.8,2.005584,689,7.9,82
"01201487",2016-06-09 22:10:58,17.1,54.8,2.005584,689,7.9,82
"01201487",2016-06-09 22:25:58,17,54.8,2.005584,689,7.9,82
"01201487",2016-06-09 22:40:58,17,54.8,2.005584,689,7.9,82
"01201487",2016-06-09 22:55:58,16.9,54.8,2.005584,690,7.9,81
"01201487",2016-06-09 23:10:58,16.9,54.8,2.005584,691,7.8,81
"01201487",2016-06-09 23:25:58,16.9,54.8,2.005584,691,7.8,81
"01201487",2016-06-09 23:40:58,16.8,54.8,2.005584,691,7.8,81
"01201487",2016-06-09 23:55:58,16.8,54.8,2.005584,691,7.8,80
"01201487",2016-06-10 00:10:58,16.8,54.8,2.005584,688,7.8,80
"01201487",2016-06-10 00:25:58,16.8,54.8,2.005584,688,7.8,80
"01201487",2016-06-10 00:40:58,16.7,54.8,2.005584,688,7.8,80
"01201487",2016-06-10 00:55:58,16.7,54.8,2.005584,692,7.7,80
"01201487",2016-06-10 01:10:58,16.7,54.8,2.005584,692,7.7,80
"01201487",2016-06-10 01:25:58,16.6,54.8,2.005584,692,7.7,79
"01201487",2016-06-10 01:40:58,16.6,54,2.002536,690,7.7,79
"01201487",2016-06-10 01:55:58,16.6,54,2.002536,694,7.7,79
"01201487",2016-06-10 02:10:58,16.6,54,2.002536,692,7.7,79
"01201487",2016-06-10 02:25:58,16.5,54,2.002536,691,7.7,79
"01201487",2016-06-10 02:40:58,16.5,54,2.002536,694,7.7,79
"01201487",2016-06-10 02:55:58,16.4,54,2.002536,695,7.7,79
"01201487",2016-06-10 03:10:58,16.4,53.2,1.999488,692,7.7,79
"01201487",2016-06-10 03:25:58,16.4,53.2,1.999488,698,7.7,79
"01201487",2016-06-10 03:40:58,16.3,52.3,1.99644,698,7.7,79
"01201487",2016-06-10 03:55:58,16.3,52.3,1.99644,699,7.7,79
"01201487",2016-06-10 04:10:58,16.2,51.5,1.993392,697,7.7,79
"01201487",2016-06-10 04:25:58,16.2,51.5,1.993392,699,7.7,79
"01201487",2016-06-10 04:40:58,16.2,50.7,1.990344,697,7.7,79
"01201487",2016-06-10 04:55:58,16.2,50.7,1.990344,699,7.8,79
"01201487",2016-06-10 05:10:58,16.2,50,1.987296,697,7.8,79
"01201487",2016-06-10 05:25:58,16.2,49.2,1.984248,699,7.8,79
"01201487",2016-06-10 05:40:58,16.2,49.2,1.984248,702,7.8,80
"01201487",2016-06-10 05:55:58,16.2,49.2,1.984248,703,7.8,80
"01201487",2016-06-10 06:10:58,16.3,49.2,1.984248,703,7.9,80
"01201487",2016-06-10 06:25:58,16.4,48.4,1.9812,710,7.9,81
"01201487",2016-06-10 06:40:58,16.5,48.4,1.9812,708,7.9,81
"01201487",2016-06-10 06:55:58,16.6,47.6,1.978152,708,8,82
"01201487",2016-06-10 07:10:58,16.7,47.6,1.978152,707,8,82
"01201487",2016-06-10 07:25:58,16.9,47.6,1.978152,707,8,83
"01201487",2016-06-10 07:40:58,17,46.8,1.975104,715,8.1,84
"01201487",2016-06-10 07:55:58,17.2,46.8,1.975104,710,8.1,85
"01201487",2016-06-10 08:10:58,17.3,46.8,1.975104,713,8.2,85
"01201487",2016-06-10 08:25:58,17.5,46.8,1.975104,714,8.2,86
"01201487",2016-06-10 08:40:58,17.7,46.8,1.975104,715,8.2,86
"01201487",2016-06-10 08:55:58,17.8,46.8,1.975104,716,8.3,87
"01201487",2016-06-10 09:10:58,18,46.8,1.975104,717,8.3,88
"01201487",2016-06-10 09:25:58,18.1,46.8,1.975104,718,8.3,89
"01201487",2016-06-10 09:40:58,18.3,46.8,1.975104,717,8.4,89
"01201487",2016-06-10 09:55:58,18.4,46.8,1.975104,718,8.4,90
"01201487",2016-06-10 10:10:58,18.5,47.6,1.978152,715,8.4,90
"01201487",2016-06-10 10:25:58,18.6,47.6,1.978152,718,8.5,91
"01201487",2016-06-10 10:40:58,18.8,47.6,1.978152,719,8.5,91
"01201487",2016-06-10 10:55:58,18.8,48.4,1.9812,719,8.5,92
"01201487",2016-06-10 11:10:58,18.9,48.4,1.9812,718,8.5,92
"01201487",2016-06-10 11:25:58,19,48.4,1.9812,718,8.5,92
"01201487",2016-06-10 11:40:58,19,49.2,1.984248,717,8.5,92
"01201487",2016-06-10 11:55:58,19.1,49.2,1.984248,716,8.6,93
"01201487",2016-06-10 12:10:58,19.1,49.2,1.984248,714,8.5,92
"01201487",2016-06-10 12:25:58,19.1,49.2,1.984248,714,8.5,92
"01201487",2016-06-10 12:40:58,19,49.2,1.984248,716,8.5,92
"01201487",2016-06-10 12:55:58,18.9,49.2,1.984248,711,8.5,92
"01201487",2016-06-10 13:10:58,18.8,49.2,1.984248,709,8.5,92
"01201487",2016-06-10 13:25:58,18.7,50,1.987296,707,8.5,91
