"site_no","solar.time","temp.water","discharge","depth","cond","DO.obs","DO.sat"
"",NA,NA,NA,NA,NA,NA,NA
"01125100",2016-06-22 10:25:58,NA,26.9,2.008632,331,8.6,102
"01125100",2016-06-22 10:40:58,NA,26.9,2.008632,331,8.6,102
"01125100",2016-06-22 10:55:58,NA,26.9,2.008632,332,8.5,102
"01125100",2016-06-22 11:10:58,NA,26.9,2.008632,332,8.5,102
"01125100",2016-06-22 11:25:58,NA,26.9,2.008632,332,8.5,101
"01125100",2016-06-22 11:40:58,NA,26.9,2.008632,332,8.4,101
"01125100",2016-06-22 11:55:58,NA,26.9,2.008632,332,8.4,100
"01125100",2016-06-22 12:10:58,NA,26.9,2.008632,332,8.3,99
"01125100",2016-06-22 12:25:58,NA,26.9,2.008632,333,8.3,99
"01125100",2016-06-22 12:40:58,NA,26.9,2.008632,333,8.2,98
"01125100",2016-06-22 12:55:58,NA,26.9,2.008632,333,8.2,98
"01125100",2016-06-22 13:10:58,NA,26.9,2.008632,333,8.1,97
"01125100",2016-06-22 13:25:58,NA,26.9,2.008632,333,8.1,96
"01125100",2016-06-22 13:40:58,NA,26.9,2.008632,333,8,95
"01125100",2016-06-22 13:55:58,NA,26.9,2.008632,333,8,94
"01125100",2016-06-22 14:10:58,NA,26.9,2.008632,333,7.9,94
"01125100",2016-06-22 14:25:58,NA,26.9,2.008632,334,7.9,93
"01125100",2016-06-22 14:40:58,NA,26.9,2.008632,334,7.9,93
"01125100",2016-06-22 14:55:58,NA,26.9,2.008632,334,7.8,92
"01125100",2016-06-22 15:10:58,NA,26.9,2.008632,334,7.7,91
"01125100",2016-06-22 15:25:58,NA,26.9,2.008632,334,7.7,90
"01125100",2016-06-22 15:40:58,NA,26.9,2.008632,334,7.6,90
"01125100",2016-06-22 15:55:58,NA,26.9,2.008632,334,7.6,89
"01125100",2016-06-22 16:10:58,NA,26.9,2.008632,335,7.5,88
"01125100",2016-06-22 16:25:58,NA,26.9,2.008632,335,7.5,88
"01125100",2016-06-22 16:40:58,NA,26.9,2.008632,335,7.4,87
"01125100",2016-06-22 16:55:58,NA,26.9,2.008632,335,7.4,86
"01125100",2016-06-22 17:10:58,NA,26.9,2.008632,335,7.4,86
"01125100",2016-06-22 17:25:58,NA,26.9,2.008632,335,7.4,86
"01125100",2016-06-22 17:40:58,NA,26.9,2.008632,335,7.3,85
"01125100",2016-06-22 17:55:58,NA,26.9,2.008632,335,7.3,85
"01125100",2016-06-22 18:10:58,NA,26.9,2.008632,335,7.3,85
"01125100",2016-06-22 18:25:58,NA,26.9,2.008632,335,7.3,85
"01125100",2016-06-22 18:40:58,NA,26.9,2.008632,335,7.3,85
"01125100",2016-06-22 18:55:58,NA,28,2.01168,335,7.3,85
"01125100",2016-06-22 19:10:58,NA,28,2.01168,335,7.4,85
"01125100",2016-06-22 19:25:58,NA,28,2.01168,335,7.4,85
"01125100",2016-06-22 19:40:58,NA,26.9,2.008632,335,7.4,85
"01125100",2016-06-22 19:55:58,NA,26.9,2.008632,334,7.4,85
"01125100",2016-06-22 20:10:58,NA,26.9,2.008632,335,7.4,85
"01125100",2016-06-22 20:25:58,NA,26.9,2.008632,334,7.4,85
"01125100",2016-06-22 20:40:58,NA,26.9,2.008632,334,7.4,85
"01125100",2016-06-22 20:55:58,22.2,26.9,2.008632,334,7.4,85
"01125100",2016-06-22 21:10:58,22.1,26.9,2.008632,334,7.4,85
"01125100",2016-06-22 21:25:58,22.1,26.9,2.008632,334,7.4,85
"01125100",2016-06-22 21:40:58,22,26.9,2.008632,334,7.4,85
"01125100",2016-06-22 21:55:58,22,26.9,2.008632,334,7.5,85
"01125100",2016-06-22 22:10:58,21.9,26.9,2.008632,334,7.5,85
"01125100",2016-06-22 22:25:58,21.9,26.9,2.008632,334,7.5,85
"01125100",2016-06-22 22:40:58,21.8,26.9,2.008632,334,7.5,85
"01125100",2016-06-22 22:55:58,21.8,26.9,2.008632,334,7.5,85
"01125100",2016-06-22 23:10:58,21.8,26.9,2.008632,334,7.5,85
"01125100",2016-06-22 23:25:58,21.7,26.9,2.008632,334,7.5,86
"01125100",2016-06-22 23:40:58,21.7,26.9,2.008632,334,7.5,85
"01125100",2016-06-22 23:55:58,21.6,26.9,2.008632,337,7.5,86
"01125100",2016-06-23 00:10:58,21.6,26.9,2.008632,334,7.5,86
"01125100",2016-06-23 00:25:58,21.6,26.9,2.008632,334,7.5,86
"01125100",2016-06-23 00:40:58,21.5,26.9,2.008632,334,7.5,86
"01125100",2016-06-23 00:55:58,21.5,26.9,2.008632,334,7.6,86
"01125100",2016-06-23 01:10:58,21.5,26.9,2.008632,334,7.6,86
"01125100",2016-06-23 01:25:58,21.5,26.9,2.008632,334,7.6,86
"01125100",2016-06-23 01:40:58,21.5,26.9,2.008632,334,7.6,86
"01125100",2016-06-23 01:55:58,21.4,26.9,2.008632,334,7.6,87
"01125100",2016-06-23 02:10:58,21.5,26.9,2.008632,334,7.7,87
"01125100",2016-06-23 02:25:58,21.4,25.8,2.005584,334,7.8,88
"01125100",2016-06-23 02:40:58,21.5,25.8,2.005584,334,7.8,88
"01125100",2016-06-23 02:55:58,21.5,25.8,2.005584,334,7.9,90
"01125100",2016-06-23 03:10:58,21.5,25.8,2.005584,334,8,90
"01125100",2016-06-23 03:25:58,21.6,25.8,2.005584,334,8,91
"01125100",2016-06-23 03:40:58,21.6,25.8,2.005584,334,8.1,92
"01125100",2016-06-23 03:55:58,21.7,25.8,2.005584,334,8.2,93
"01125100",2016-06-23 04:10:58,21.8,25.8,2.005584,334,8.3,94
"01125100",2016-06-23 04:25:58,21.8,25.8,2.005584,334,8.3,95
"01125100",2016-06-23 04:40:58,21.9,25.8,2.005584,334,8.4,96
"01125100",2016-06-23 04:55:58,22,25.8,2.005584,334,8.4,96
"01125100",2016-06-23 05:10:58,22.1,25.8,2.005584,334,8.4,97
"01125100",2016-06-23 05:25:58,22.2,25.8,2.005584,334,8.4,97
"01125100",2016-06-23 05:40:58,22.3,25.8,2.005584,334,8.5,98
"01125100",2016-06-23 05:55:58,22.4,25.8,2.005584,334,8.5,98
"01125100",2016-06-23 06:10:58,22.6,25.8,2.005584,334,8.5,99
"01125100",2016-06-23 06:25:58,22.7,25.8,2.005584,334,8.5,99
"01125100",2016-06-23 06:40:58,22.9,25.8,2.005584,334,8.5,99
"01125100",2016-06-23 06:55:58,23,25.8,2.005584,334,8.6,100
"01125100",2016-06-23 07:10:58,23.3,25.8,2.005584,334,8.6,100
"01125100",2016-06-23 07:25:58,23.5,25.8,2.005584,334,8.6,101
"01125100",2016-06-23 07:40:58,23.6,25.8,2.005584,334,8.6,101
"01125100",2016-06-23 07:55:58,23.8,25.8,2.005584,334,8.6,102
"01125100",2016-06-23 08:10:58,24,25.8,2.005584,334,8.6,103
"01125100",2016-06-23 08:25:58,24.3,25.8,2.005584,334,8.6,103
"01125100",2016-06-23 08:40:58,24.5,25.8,2.005584,335,8.7,104
"01125100",2016-06-23 08:55:58,24.8,25.8,2.005584,335,8.7,105
"01125100",2016-06-23 09:10:58,24.9,25.8,2.005584,335,8.7,106
"01125100",2016-06-23 09:25:58,25,25.8,2.005584,335,8.7,105
"01125100",2016-06-23 09:40:58,24.9,25.8,2.005584,335,8.7,105
"01125100",2016-06-23 09:55:58,24.8,25.8,2.005584,335,8.6,104
"01125100",2016-06-23 10:10:58,24.8,25.8,2.005584,335,8.7,104
"01125100",2016-06-23 10:25:58,24.8,25.8,2.005584,335,8.7,105
"01125100",2016-06-23 10:40:58,24.7,25.8,2.005584,335,8.7,105
"01125100",2016-06-23 10:55:58,24.6,25.8,2.005584,335,8.6,104
"01125100",2016-06-23 11:10:58,24.5,25.8,2.005584,335,8.6,104
"01125100",2016-06-23 11:25:58,24.4,25.8,2.005584,335,8.6,103
"01125100",2016-06-23 11:40:58,24.3,25.8,2.005584,335,8.6,102
"01125100",2016-06-23 11:55:58,24.2,25.8,2.005584,335,8.5,102
"01125100",2016-06-23 12:10:58,24.1,25.8,2.005584,335,8.5,101
"01125100",2016-06-23 12:25:58,24,25.8,2.005584,335,8.4,100
"01125100",2016-06-23 12:40:58,23.9,25.8,2.005584,335,8.4,100
"01125100",2016-06-23 12:55:58,23.9,25.8,2.005584,335,8.4,100
"01125100",2016-06-23 13:10:58,23.8,25.8,2.005584,335,8.4,100
"01125100",2016-06-23 13:25:58,23.8,25.8,2.005584,335,8.4,100
"01125100",2016-06-23 13:40:58,23.7,25.8,2.005584,335,8.3,99
"01125100",2016-06-23 13:55:58,23.7,25.8,2.005584,335,8.3,98
"01125100",2016-06-23 14:10:58,23.6,25.8,2.005584,335,8.2,97
"01125100",2016-06-23 14:25:58,23.6,25.8,2.005584,335,8.2,97
"01125100",2016-06-23 14:40:58,23.5,25.8,2.005584,335,8.1,96
"01125100",2016-06-23 14:55:58,23.5,25.8,2.005584,335,8,94
"01125100",2016-06-23 15:10:58,23.4,25.8,2.005584,335,7.9,93
"01125100",2016-06-23 15:25:58,23.3,25.8,2.005584,336,7.8,92
"01125100",2016-06-23 15:40:58,23.3,25.8,2.005584,336,7.8,91
"01125100",2016-06-23 15:55:58,23.2,25.8,2.005584,337,7.7,90
"01125100",2016-06-23 16:10:58,23.1,25.8,2.005584,337,7.6,89
"01125100",2016-06-23 16:25:58,23,25.8,2.005584,337,7.6,88
"01125100",2016-06-23 16:40:58,23,25.8,2.005584,336,7.5,88
"01125100",2016-06-23 16:55:58,22.9,25.8,2.005584,336,7.4,87
"01125100",2016-06-23 17:10:58,22.9,25.8,2.005584,336,7.4,86
"01125100",2016-06-23 17:25:58,22.9,25.8,2.005584,336,7.4,86
"01125100",2016-06-23 17:40:58,22.9,25.8,2.005584,336,7.3,85
"01125100",2016-06-23 17:55:58,22.8,25.8,2.005584,336,7.3,85
"01125100",2016-06-23 18:10:58,22.8,25.8,2.005584,337,7.3,85
"01125100",2016-06-23 18:25:58,22.8,25.8,2.005584,337,7.3,85
"01125100",2016-06-23 18:40:58,22.8,25.8,2.005584,337,7.3,85
"01125100",2016-06-23 18:55:58,22.8,25.8,2.005584,337,7.3,85
"01125100",2016-06-23 19:10:58,22.8,25.8,2.005584,337,7.3,85
"01125100",2016-06-23 19:25:58,22.8,25.8,2.005584,337,7.3,85
"01125100",2016-06-23 19:40:58,22.7,25.8,2.005584,337,7.3,85
"01125100",2016-06-23 19:55:58,22.7,25.8,2.005584,337,7.3,85
