"site_no","solar.time","temp.water","discharge","depth","cond","DO.obs","DO.sat"
"01125100",2015-06-08 20:55:58,19.6,75,2.093976,251,8.3,91
"01125100",2015-06-08 21:10:58,19.6,75,2.093976,251,8.3,91
"01125100",2015-06-08 21:25:58,19.6,73,2.090928,251,8.3,91
"01125100",2015-06-08 21:40:58,19.6,73,2.090928,251,8.3,91
"01125100",2015-06-08 21:55:58,19.6,73,2.090928,251,8.3,91
"01125100",2015-06-08 22:10:58,19.6,73,2.090928,251,8.3,91
"01125100",2015-06-08 22:25:58,19.6,73,2.090928,251,8.3,91
"01125100",2015-06-08 22:40:58,19.6,73,2.090928,251,8.3,91
"01125100",2015-06-08 22:55:58,19.6,73,2.090928,251,8.3,91
"01125100",2015-06-08 23:10:58,19.5,73,2.090928,251,8.3,91
"01125100",2015-06-08 23:25:58,19.5,73,2.090928,251,8.3,91
"01125100",2015-06-08 23:40:58,19.5,73,2.090928,251,8.3,91
"01125100",2015-06-08 23:55:58,19.5,73,2.090928,251,8.3,91
"01125100",2015-06-09 00:10:58,19.5,73,2.090928,251,8.3,91
"01125100",2015-06-09 00:25:58,19.5,73,2.090928,251,8.3,91
"01125100",2015-06-09 00:40:58,19.5,73,2.090928,251,8.3,91
"01125100",2015-06-09 00:55:58,19.5,71,2.08788,251,8.3,91
"01125100",2015-06-09 01:10:58,19.5,73,2.090928,251,8.3,91
"01125100",2015-06-09 01:25:58,19.4,73,2.090928,251,8.3,91
"01125100",2015-06-09 01:40:58,19.4,73,2.090928,251,8.4,91
"01125100",2015-06-09 01:55:58,19.4,71,2.08788,251,8.4,91
"01125100",2015-06-09 02:10:58,19.4,71,2.08788,251,8.4,91
"01125100",2015-06-09 02:25:58,19.5,71,2.08788,251,8.4,92
"01125100",2015-06-09 02:40:58,19.5,71,2.08788,251,8.5,92
"01125100",2015-06-09 02:55:58,19.5,71,2.08788,251,8.5,92
"01125100",2015-06-09 03:10:58,19.5,71,2.08788,251,8.5,92
"01125100",2015-06-09 03:25:58,19.5,71,2.08788,251,8.5,93
"01125100",2015-06-09 03:40:58,19.5,71,2.08788,251,8.5,93
"01125100",2015-06-09 03:55:58,19.5,71,2.08788,251,8.6,93
"01125100",2015-06-09 04:10:58,19.5,71,2.08788,251,8.6,93
"01125100",2015-06-09 04:25:58,19.5,69.1,2.084832,251,8.6,94
"01125100",2015-06-09 04:40:58,19.5,71,2.08788,251,8.6,94
"01125100",2015-06-09 04:55:58,19.5,69.1,2.084832,251,8.6,94
"01125100",2015-06-09 05:10:58,19.5,71,2.08788,252,8.6,94
"01125100",2015-06-09 05:25:58,19.6,69.1,2.084832,252,8.7,95
"01125100",2015-06-09 05:40:58,19.6,69.1,2.084832,252,8.7,95
"01125100",2015-06-09 05:55:58,19.6,71,2.08788,252,8.7,96
"01125100",2015-06-09 06:10:58,19.6,69.1,2.084832,252,8.8,96
"01125100",2015-06-09 06:25:58,19.7,69.1,2.084832,252,8.8,96
"01125100",2015-06-09 06:40:58,19.7,69.1,2.084832,252,8.8,96
"01125100",2015-06-09 06:55:58,19.8,69.1,2.084832,253,8.8,97
"01125100",2015-06-09 07:10:58,19.8,69.1,2.084832,253,8.9,97
"01125100",2015-06-09 07:25:58,19.8,69.1,2.084832,253,8.9,97
"01125100",2015-06-09 07:40:58,19.8,71,2.08788,253,8.8,97
"01125100",2015-06-09 07:55:58,19.9,69.1,2.084832,253,8.9,97
"01125100",2015-06-09 08:10:58,19.9,69.1,2.084832,254,8.9,97
"01125100",2015-06-09 08:25:58,19.9,69.1,2.084832,254,8.8,96
"01125100",2015-06-09 08:40:58,19.8,69.1,2.084832,254,8.7,96
"01125100",2015-06-09 08:55:58,19.8,69.1,2.084832,254,8.7,95
"01125100",2015-06-09 09:10:58,19.8,69.1,2.084832,255,8.7,95
"01125100",2015-06-09 09:25:58,19.8,69.1,2.084832,255,8.7,95
"01125100",2015-06-09 09:40:58,19.8,69.1,2.084832,255,8.7,96
"01125100",2015-06-09 09:55:58,19.8,69.1,2.084832,255,8.8,96
"01125100",2015-06-09 10:10:58,19.9,69.1,2.084832,255,8.8,97
"01125100",2015-06-09 10:25:58,20,69.1,2.084832,255,8.9,98
"01125100",2015-06-09 10:40:58,20,69.1,2.084832,256,8.9,98
"01125100",2015-06-09 10:55:58,20.1,69.1,2.084832,256,8.9,98
"01125100",2015-06-09 11:10:58,20.1,69.1,2.084832,256,8.9,98
"01125100",2015-06-09 11:25:58,20.2,69.1,2.084832,256,8.9,98
"01125100",2015-06-09 11:40:58,20.2,69.1,2.084832,256,8.9,98
"01125100",2015-06-09 11:55:58,20.3,69.1,2.084832,256,8.9,98
"01125100",2015-06-09 12:10:58,20.3,69.1,2.084832,256,8.9,98
"01125100",2015-06-09 12:25:58,20.3,69.1,2.084832,257,8.8,98
"01125100",2015-06-09 12:40:58,20.3,69.1,2.084832,257,8.8,97
"01125100",2015-06-09 12:55:58,20.2,67.2,2.081784,257,8.8,97
"01125100",2015-06-09 13:10:58,20.2,67.2,2.081784,257,8.8,97
"01125100",2015-06-09 13:25:58,20.2,67.2,2.081784,257,8.7,96
"01125100",2015-06-09 13:40:58,20.1,69.1,2.084832,258,8.6,95
"01125100",2015-06-09 13:55:58,20,69.1,2.084832,257,8.6,95
"01125100",2015-06-09 14:10:58,20,69.1,2.084832,258,8.6,95
"01125100",2015-06-09 14:25:58,20,67.2,2.081784,258,8.5,94
"01125100",2015-06-09 14:40:58,20,67.2,2.081784,258,8.5,94
"01125100",2015-06-09 14:55:58,20,67.2,2.081784,258,8.5,93
"01125100",2015-06-09 15:10:58,19.9,67.2,2.081784,258,8.4,93
"01125100",2015-06-09 15:25:58,19.9,67.2,2.081784,258,8.4,92
"01125100",2015-06-09 15:40:58,19.9,67.2,2.081784,258,8.4,92
"01125100",2015-06-09 15:55:58,19.9,67.2,2.081784,258,8.3,92
"01125100",2015-06-09 16:10:58,19.9,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 16:25:58,19.9,67.2,2.081784,258,8.3,91
"01125100",2015-06-09 16:40:58,19.9,67.2,2.081784,258,8.3,91
"01125100",2015-06-09 16:55:58,19.9,67.2,2.081784,258,8.2,91
"01125100",2015-06-09 17:10:58,19.9,67.2,2.081784,259,8.2,91
"01125100",2015-06-09 17:25:58,19.9,67.2,2.081784,259,8.2,90
"01125100",2015-06-09 17:40:58,19.9,67.2,2.081784,259,8.2,90
"01125100",2015-06-09 17:55:58,19.9,67.2,2.081784,260,8.2,90
"01125100",2015-06-09 18:10:58,19.9,67.2,2.081784,260,8.2,90
"01125100",2015-06-09 18:25:58,19.8,67.2,2.081784,259,8.2,90
"01125100",2015-06-09 18:40:58,19.8,69.1,2.084832,260,8.2,90
"01125100",2015-06-09 18:55:58,19.8,67.2,2.081784,260,8.2,90
"01125100",2015-06-09 19:10:58,19.8,69.1,2.084832,259,8.3,90
"01125100",2015-06-09 19:25:58,19.8,69.1,2.084832,259,8.3,91
"01125100",2015-06-09 19:40:58,19.8,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 19:55:58,19.8,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 20:10:58,19.8,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 20:25:58,19.8,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 20:40:58,19.7,69.1,2.084832,258,8.3,90
"01125100",2015-06-09 20:55:58,19.7,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 21:10:58,19.7,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 21:25:58,19.7,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 21:40:58,19.6,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 21:55:58,19.6,69.1,2.084832,258,8.3,91
"01125100",2015-06-09 22:10:58,19.6,69.1,2.084832,259,8.3,91
"01125100",2015-06-09 22:25:58,19.6,67.2,2.081784,259,8.3,91
"01125100",2015-06-09 22:40:58,19.5,67.2,2.081784,259,8.3,91
"01125100",2015-06-09 22:55:58,19.5,67.2,2.081784,259,8.3,91
"01125100",2015-06-09 23:10:58,19.5,67.2,2.081784,259,8.3,91
"01125100",2015-06-09 23:25:58,19.5,67.2,2.081784,259,8.3,91
"01125100",2015-06-09 23:40:58,19.5,67.2,2.081784,259,8.3,91
"01125100",2015-06-09 23:55:58,19.5,67.2,2.081784,259,8.3,91
"01125100",2015-06-10 00:10:58,19.4,67.2,2.081784,259,8.3,91
"01125100",2015-06-10 00:25:58,19.4,67.2,2.081784,259,8.3,91
"01125100",2015-06-10 00:40:58,19.4,67.2,2.081784,259,8.3,91
"01125100",2015-06-10 00:55:58,19.4,65.3,2.078736,259,8.3,91
"01125100",2015-06-10 01:10:58,19.4,65.3,2.078736,259,8.3,91
"01125100",2015-06-10 01:25:58,19.3,65.3,2.078736,259,8.3,91
"01125100",2015-06-10 01:40:58,19.3,65.3,2.078736,258,8.4,91
"01125100",2015-06-10 01:55:58,19.3,65.3,2.078736,259,8.4,91
"01125100",2015-06-10 02:10:58,19.3,65.3,2.078736,259,8.4,91
"01125100",2015-06-10 02:25:58,19.3,65.3,2.078736,259,8.4,92
"01125100",2015-06-10 02:40:58,19.3,65.3,2.078736,259,8.5,92
"01125100",2015-06-10 02:55:58,19.3,65.3,2.078736,259,8.5,92
"01125100",2015-06-10 03:10:58,19.4,65.3,2.078736,259,8.5,93
"01125100",2015-06-10 03:25:58,19.4,65.3,2.078736,259,8.6,93
"01125100",2015-06-10 03:40:58,19.5,65.3,2.078736,259,8.6,94
"01125100",2015-06-10 03:55:58,19.5,65.3,2.078736,259,8.6,94
"01125100",2015-06-10 04:10:58,19.6,65.3,2.078736,259,8.6,94
"01125100",2015-06-10 04:25:58,19.6,63.5,2.075688,259,8.6,94
"01125100",2015-06-10 04:40:58,19.6,63.5,2.075688,259,8.7,95
"01125100",2015-06-10 04:55:58,19.7,65.3,2.078736,259,8.7,95
"01125100",2015-06-10 05:10:58,19.8,65.3,2.078736,259,8.7,95
