"site_no","solar.time","temp.water","discharge","depth","cond","DO.obs","DO.sat"
"01193463",2015-06-08 10:25:58,16.5,68.9,0.774192,164,9.9,102
"01193463",2015-06-08 10:40:58,16.6,70.7,0.77724,164,9.9,102
"01193463",2015-06-08 10:55:58,16.8,70.7,0.77724,164,9.9,102
"01193463",2015-06-08 11:10:58,16.9,68.9,0.774192,164,9.9,102
"01193463",2015-06-08 11:25:58,17,70.7,0.77724,164,9.9,102
"01193463",2015-06-08 11:40:58,17,70.7,0.77724,164,9.9,102
"01193463",2015-06-08 11:55:58,17.1,68.9,0.774192,164,9.8,102
"01193463",2015-06-08 12:10:58,17.2,68.9,0.774192,164,9.8,102
"01193463",2015-06-08 12:25:58,17.2,70.7,0.77724,164,9.7,101
"01193463",2015-06-08 12:40:58,17.3,68.9,0.774192,165,9.7,101
"01193463",2015-06-08 12:55:58,17.3,68.9,0.774192,165,9.7,101
"01193463",2015-06-08 13:10:58,17.3,68.9,0.774192,165,9.6,100
"01193463",2015-06-08 13:25:58,17.3,68.9,0.774192,165,9.6,100
"01193463",2015-06-08 13:40:58,17.3,68.9,0.774192,165,9.6,100
"01193463",2015-06-08 13:55:58,17.3,68.9,0.774192,165,9.6,100
"01193463",2015-06-08 14:10:58,17.3,68.9,0.774192,165,9.5,99
"01193463",2015-06-08 14:25:58,17.3,68.9,0.774192,165,9.5,99
"01193463",2015-06-08 14:40:58,17.3,68.9,0.774192,165,9.5,99
"01193463",2015-06-08 14:55:58,17.3,68.9,0.774192,165,9.4,98
"01193463",2015-06-08 15:10:58,17.2,68.9,0.774192,165,9.4,98
"01193463",2015-06-08 15:25:58,17.2,68.9,0.774192,165,9.4,98
"01193463",2015-06-08 15:40:58,17.1,68.9,0.774192,165,9.4,98
"01193463",2015-06-08 15:55:58,17.1,68.9,0.774192,165,9.4,97
"01193463",2015-06-08 16:10:58,17,68.9,0.774192,165,9.4,97
"01193463",2015-06-08 16:25:58,17,68.9,0.774192,165,9.3,97
"01193463",2015-06-08 16:40:58,16.9,68.9,0.774192,165,9.3,96
"01193463",2015-06-08 16:55:58,16.9,68.9,0.774192,165,9.3,96
"01193463",2015-06-08 17:10:58,16.8,68.9,0.774192,165,9.3,96
"01193463",2015-06-08 17:25:58,16.8,68.9,0.774192,165,9.3,96
"01193463",2015-06-08 17:40:58,16.8,67.2,0.771144,165,9.3,96
"01193463",2015-06-08 17:55:58,16.7,67.2,0.771144,165,9.3,96
"01193463",2015-06-08 18:10:58,16.7,68.9,0.774192,165,9.3,96
"01193463",2015-06-08 18:25:58,16.7,67.2,0.771144,165,9.3,96
"01193463",2015-06-08 18:40:58,16.6,67.2,0.771144,165,9.3,96
"01193463",2015-06-08 18:55:58,16.6,67.2,0.771144,165,9.3,96
"01193463",2015-06-08 19:10:58,16.6,67.2,0.771144,165,9.3,96
"01193463",2015-06-08 19:25:58,16.6,67.2,0.771144,165,9.3,96
"01193463",2015-06-08 19:40:58,16.6,67.2,0.771144,166,9.3,95
"01193463",2015-06-08 19:55:58,16.6,67.2,0.771144,166,9.3,96
"01193463",2015-06-08 20:10:58,16.6,67.2,0.771144,166,9.3,95
"01193463",2015-06-08 20:25:58,16.6,67.2,0.771144,166,9.3,96
"01193463",2015-06-08 20:40:58,16.6,67.2,0.771144,166,9.3,96
