"site_no","solar.time","temp.water","discharge","depth","cond","DO.obs","DO.sat"
"01208990",2015-06-09 10:10:58,18.8,24.9,0.496824,293,9.1,98
"01208990",2015-06-09 10:25:58,18.8,24.9,0.496824,292,9.2,98
"01208990",2015-06-09 10:40:58,18.9,25.5,0.499872,292,9.2,99
"01208990",2015-06-09 10:55:58,19,25.5,0.499872,292,9.2,99
"01208990",2015-06-09 11:10:58,19,25.5,0.499872,292,9.2,100
"01208990",2015-06-09 11:25:58,19.1,25.5,0.499872,292,9.2,100
"01208990",2015-06-09 11:40:58,19.2,25.5,0.499872,293,9.2,100
"01208990",2015-06-09 11:55:58,19.2,24.9,0.496824,293,9.2,100
"01208990",2015-06-09 12:10:58,19.3,24.9,0.496824,294,9.2,100
"01208990",2015-06-09 12:25:58,19.4,25.5,0.499872,295,9.1,99
"01208990",2015-06-09 12:40:58,19.4,25.5,0.499872,295,9.1,99
"01208990",2015-06-09 12:55:58,19.5,26.2,0.50292,290,9,98
"01208990",2015-06-09 13:10:58,19.5,28.3,0.512064,288,9,98
"01208990",2015-06-09 13:25:58,19.5,30.9,0.524256,286,9,98
"01208990",2015-06-09 13:40:58,19.5,31.5,0.527304,285,9,98
"01208990",2015-06-09 13:55:58,19.5,36.2,0.54864,282,9,98
"01208990",2015-06-09 14:10:58,19.4,39.9,0.56388,290,9,98
"01208990",2015-06-09 14:25:58,19.2,39.1,0.560832,299,9,98
"01208990",2015-06-09 14:40:58,19.1,37.6,0.554736,298,9,98
"01208990",2015-06-09 14:55:58,19.1,36.9,0.551688,300,9,98
"01208990",2015-06-09 15:10:58,19.1,36.2,0.54864,297,9,97
"01208990",2015-06-09 15:25:58,19.1,35.5,0.545592,295,9,97
"01208990",2015-06-09 15:40:58,19,34.8,0.542544,293,9,97
"01208990",2015-06-09 15:55:58,19,34.2,0.539496,290,9,97
"01208990",2015-06-09 16:10:58,19,33.5,0.536448,286,9,97
"01208990",2015-06-09 16:25:58,18.9,32.8,0.5334,284,9,97
"01208990",2015-06-09 16:40:58,18.9,32.2,0.530352,284,9,97
"01208990",2015-06-09 16:55:58,18.8,31.5,0.527304,284,9,96
"01208990",2015-06-09 17:10:58,18.8,31.5,0.527304,284,9,96
"01208990",2015-06-09 17:25:58,18.8,30.9,0.524256,285,9,96
"01208990",2015-06-09 17:40:58,18.7,30.9,0.524256,285,9,96
"01208990",2015-06-09 17:55:58,18.6,30.3,0.521208,286,9,96
"01208990",2015-06-09 18:10:58,18.6,30.3,0.521208,286,9,96
"01208990",2015-06-09 18:25:58,18.5,30.3,0.521208,286,9,96
"01208990",2015-06-09 18:40:58,18.5,29.6,0.51816,286,9,96
"01208990",2015-06-09 18:55:58,18.4,29.6,0.51816,287,9,96
"01208990",2015-06-09 19:10:58,18.4,29,0.515112,286,9,96
"01208990",2015-06-09 19:25:58,18.3,29,0.515112,287,9,96
"01208990",2015-06-09 19:40:58,18.3,29,0.515112,287,9,96
"01208990",2015-06-09 19:55:58,18.2,28.3,0.512064,287,9,96
"01208990",2015-06-09 20:10:58,18.1,28.3,0.512064,287,9,96
"01208990",2015-06-09 20:25:58,18.1,28.3,0.512064,287,9,96
"01208990",2015-06-09 20:40:58,18.1,28.3,0.512064,287,9,96
"01208990",2015-06-09 20:55:58,18,27.6,0.509016,287,9,96
"01208990",2015-06-09 21:10:58,18,27.6,0.509016,288,9,96
"01208990",2015-06-09 21:25:58,17.9,27.6,0.509016,287,9.1,96
"01208990",2015-06-09 21:40:58,17.9,27.6,0.509016,288,9.1,96
"01208990",2015-06-09 21:55:58,17.9,27.6,0.509016,288,9.1,96
"01208990",2015-06-09 22:10:58,17.8,27.6,0.509016,288,9.1,96
"01208990",2015-06-09 22:25:58,17.8,27.6,0.509016,288,9.1,96
"01208990",2015-06-09 22:40:58,17.8,27.6,0.509016,288,9.1,96
"01208990",2015-06-09 22:55:58,17.7,27.6,0.509016,288,9.1,96
"01208990",2015-06-09 23:10:58,17.7,26.9,0.505968,288,9.1,96
"01208990",2015-06-09 23:25:58,17.7,26.9,0.505968,288,9.1,96
"01208990",2015-06-09 23:40:58,17.6,26.9,0.505968,288,9.1,96
"01208990",2015-06-09 23:55:58,17.6,26.9,0.505968,288,9.1,96
"01208990",2015-06-10 00:10:58,17.6,26.9,0.505968,289,9.1,96
"01208990",2015-06-10 00:25:58,17.6,26.9,0.505968,289,9.1,96
"01208990",2015-06-10 00:40:58,17.5,26.2,0.50292,289,9.1,96
"01208990",2015-06-10 00:55:58,17.5,26.2,0.50292,289,9.1,96
"01208990",2015-06-10 01:10:58,17.5,26.2,0.50292,289,9.2,96
"01208990",2015-06-10 01:25:58,17.4,26.2,0.50292,289,9.2,96
"01208990",2015-06-10 01:40:58,17.4,26.2,0.50292,289,9.2,96
"01208990",2015-06-10 01:55:58,17.4,26.2,0.50292,289,9.2,96
"01208990",2015-06-10 02:10:58,17.4,26.2,0.50292,289,9.2,96
"01208990",2015-06-10 02:25:58,17.3,26.2,0.50292,289,9.2,96
"01208990",2015-06-10 02:40:58,17.3,26.2,0.50292,289,9.2,96
"01208990",2015-06-10 02:55:58,17.3,25.5,0.499872,289,9.2,96
"01208990",2015-06-10 03:10:58,17.3,25.5,0.499872,289,9.2,96
"01208990",2015-06-10 03:25:58,17.3,25.5,0.499872,289,9.2,96
"01208990",2015-06-10 03:40:58,17.4,25.5,0.499872,289,9.2,96
"01208990",2015-06-10 03:55:58,17.4,25.5,0.499872,289,9.3,97
"01208990",2015-06-10 04:10:58,17.4,25.5,0.499872,289,9.3,97
"01208990",2015-06-10 04:25:58,17.5,25.5,0.499872,289,9.3,97
"01208990",2015-06-10 04:40:58,17.5,25.5,0.499872,289,9.3,97
"01208990",2015-06-10 04:55:58,17.6,25.5,0.499872,289,9.3,98
"01208990",2015-06-10 05:10:58,17.6,26.2,0.50292,289,9.3,98
"01208990",2015-06-10 05:25:58,17.7,26.2,0.50292,289,9.3,98
"01208990",2015-06-10 05:40:58,17.8,26.2,0.50292,289,9.3,98
"01208990",2015-06-10 05:55:58,17.9,26.2,0.50292,289,9.4,99
"01208990",2015-06-10 06:10:58,17.9,26.2,0.50292,290,9.4,99
"01208990",2015-06-10 06:25:58,18,26.2,0.50292,289,9.4,99
"01208990",2015-06-10 06:40:58,18.2,26.2,0.50292,290,9.4,99
"01208990",2015-06-10 06:55:58,18.3,26.2,0.50292,290,9.4,100
"01208990",2015-06-10 07:10:58,18.4,26.2,0.50292,290,9.4,100
"01208990",2015-06-10 07:25:58,18.6,26.2,0.50292,289,9.4,100
"01208990",2015-06-10 07:40:58,18.7,26.2,0.50292,290,9.3,100
"01208990",2015-06-10 07:55:58,18.8,26.2,0.50292,290,9.3,100
"01208990",2015-06-10 08:10:58,18.9,26.2,0.50292,290,9.3,101
"01208990",2015-06-10 08:25:58,19.1,26.2,0.50292,290,9.3,101
"01208990",2015-06-10 08:40:58,19.2,26.2,0.50292,290,9.3,101
"01208990",2015-06-10 08:55:58,19.4,26.2,0.50292,290,9.3,102
"01208990",2015-06-10 09:10:58,19.5,26.2,0.50292,290,9.3,102
"01208990",2015-06-10 09:25:58,19.6,26.2,0.50292,290,9.3,102
"01208990",2015-06-10 09:40:58,19.7,25.5,0.499872,290,9.3,102
"01208990",2015-06-10 09:55:58,19.8,26.2,0.50292,290,9.3,102
"01208990",2015-06-10 10:10:58,19.9,25.5,0.499872,290,9.3,102
"01208990",2015-06-10 10:25:58,20,25.5,0.499872,290,9.2,102
"01208990",2015-06-10 10:40:58,20.1,25.5,0.499872,290,9.2,102
"01208990",2015-06-10 10:55:58,20.2,25.5,0.499872,290,9.2,101
"01208990",2015-06-10 11:10:58,20.3,25.5,0.499872,290,9.1,101
"01208990",2015-06-10 11:25:58,20.4,25.5,0.499872,290,9.1,101
"01208990",2015-06-10 11:40:58,20.4,25.5,0.499872,290,9.1,101
"01208990",2015-06-10 11:55:58,20.5,25.5,0.499872,290,9,100
"01208990",2015-06-10 12:10:58,20.5,24.9,0.496824,290,9,100
"01208990",2015-06-10 12:25:58,20.6,24.9,0.496824,290,9,100
"01208990",2015-06-10 12:40:58,20.6,24.9,0.496824,290,9,100
"01208990",2015-06-10 12:55:58,20.6,24.9,0.496824,290,8.9,100
"01208990",2015-06-10 13:10:58,20.7,24.9,0.496824,290,8.9,100
"01208990",2015-06-10 13:25:58,20.7,24.9,0.496824,290,8.9,100
"01208990",2015-06-10 13:40:58,20.7,24.9,0.496824,290,8.9,99
"01208990",2015-06-10 13:55:58,20.7,24.2,0.493776,290,8.9,99
"01208990",2015-06-10 14:10:58,20.6,24.2,0.493776,290,8.9,99
"01208990",2015-06-10 14:25:58,20.6,24.2,0.493776,290,8.9,99
"01208990",2015-06-10 14:40:58,20.6,24.2,0.493776,291,8.8,98
"01208990",2015-06-10 14:55:58,20.5,24.2,0.493776,290,8.8,98
"01208990",2015-06-10 15:10:58,20.5,24.2,0.493776,290,8.8,98
"01208990",2015-06-10 15:25:58,20.4,23.6,0.490728,290,8.8,98
"01208990",2015-06-10 15:40:58,20.4,23.6,0.490728,291,8.8,98
"01208990",2015-06-10 15:55:58,20.3,23.6,0.490728,291,8.8,98
"01208990",2015-06-10 16:10:58,20.3,23.6,0.490728,291,8.8,97
"01208990",2015-06-10 16:25:58,20.2,23.6,0.490728,291,8.8,97
"01208990",2015-06-10 16:40:58,20.1,23.6,0.490728,291,8.8,97
"01208990",2015-06-10 16:55:58,20.1,23.6,0.490728,291,8.8,97
"01208990",2015-06-10 17:10:58,20,23,0.48768,291,8.8,97
"01208990",2015-06-10 17:25:58,19.9,23,0.48768,291,8.8,97
"01208990",2015-06-10 17:40:58,19.8,23,0.48768,291,8.8,97
"01208990",2015-06-10 17:55:58,19.7,23,0.48768,291,8.8,97
"01208990",2015-06-10 18:10:58,19.6,23,0.48768,291,8.8,97
"01208990",2015-06-10 18:25:58,19.6,23,0.48768,291,8.8,96
"01208990",2015-06-10 18:40:58,19.5,23,0.48768,291,8.8,96
"01208990",2015-06-10 18:55:58,19.4,23,0.48768,291,8.9,96
"01208990",2015-06-10 19:10:58,19.3,23,0.48768,292,8.9,96
"01208990",2015-06-10 19:25:58,19.3,22.4,0.484632,291,8.9,96
"01208990",2015-06-10 19:40:58,19.2,22.4,0.484632,291,8.9,96
"01208990",2015-06-10 19:55:58,19.1,22.4,0.484632,291,8.9,96
"01208990",2015-06-10 20:10:58,19.1,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 20:25:58,19,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 20:40:58,18.9,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 20:55:58,18.9,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 21:10:58,18.8,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 21:25:58,18.8,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 21:40:58,18.8,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 21:55:58,18.7,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 22:10:58,18.7,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 22:25:58,18.6,22.4,0.484632,292,8.9,96
"01208990",2015-06-10 22:40:58,18.6,21.8,0.481584,292,8.9,96
"01208990",2015-06-10 22:55:58,18.6,21.8,0.481584,292,8.9,96
"01208990",2015-06-10 23:10:58,18.6,21.8,0.481584,292,8.9,96
"01208990",2015-06-10 23:25:58,18.5,21.8,0.481584,292,8.9,95
"01208990",2015-06-10 23:40:58,18.5,21.8,0.481584,292,8.9,95
"01208990",2015-06-10 23:55:58,18.5,21.8,0.481584,292,8.9,96
"01208990",2015-06-11 00:10:58,18.5,21.8,0.481584,293,8.9,96
"01208990",2015-06-11 00:25:58,18.4,21.8,0.481584,293,8.9,96
"01208990",2015-06-11 00:40:58,18.4,21.8,0.481584,293,8.9,95
"01208990",2015-06-11 00:55:58,18.4,21.8,0.481584,293,8.9,95
"01208990",2015-06-11 01:10:58,18.4,21.8,0.481584,293,8.9,95
