"site_no","solar.time","temp.water","discharge","depth","cond","DO.obs","DO.sat"
"01208500",2015-06-09 20:55:58,19.8,291,0.630936,344,8.2,90
"01208500",2015-06-09 21:10:58,19.7,285,0.62484,345,8.2,90
"01208500",2015-06-09 21:25:58,19.6,282,0.621792,345,8.3,90
"01208500",2015-06-09 21:40:58,19.5,271,0.6096,345,8.3,90
"01208500",2015-06-09 21:55:58,19.4,279,0.618744,345,8.3,90
"01208500",2015-06-09 22:10:58,19.3,271,0.6096,345,8.3,90
"01208500",2015-06-09 22:25:58,19.3,277,0.615696,345,8.3,90
"01208500",2015-06-09 22:40:58,19.2,271,0.6096,345,8.3,90
"01208500",2015-06-09 22:55:58,19.1,271,0.6096,345,8.3,90
"01208500",2015-06-09 23:10:58,19,262,0.600456,344,8.3,90
"01208500",2015-06-09 23:25:58,19,265,0.603504,343,8.3,90
"01208500",2015-06-09 23:40:58,18.9,268,0.606552,342,8.3,90
"01208500",2015-06-09 23:55:58,18.8,265,0.603504,341,8.3,90
"01208500",2015-06-10 00:10:58,18.8,274,0.612648,341,8.3,90
"01208500",2015-06-10 00:25:58,18.7,265,0.603504,341,8.3,89
"01208500",2015-06-10 00:40:58,18.6,251,0.588264,341,8.3,89
"01208500",2015-06-10 00:55:58,18.6,257,0.59436,342,8.3,89
"01208500",2015-06-10 01:10:58,18.5,262,0.600456,343,8.4,89
"01208500",2015-06-10 01:25:58,18.4,257,0.59436,344,8.4,89
"01208500",2015-06-10 01:40:58,18.4,262,0.600456,345,8.4,90
"01208500",2015-06-10 01:55:58,18.3,260,0.597408,346,8.4,90
"01208500",2015-06-10 02:10:58,18.3,265,0.603504,348,8.5,90
"01208500",2015-06-10 02:25:58,18.2,254,0.591312,349,8.5,91
"01208500",2015-06-10 02:40:58,18.2,271,0.6096,351,8.6,91
"01208500",2015-06-10 02:55:58,18.1,279,0.618744,352,8.7,92
"01208500",2015-06-10 03:10:58,18.1,300,0.64008,354,8.7,93
"01208500",2015-06-10 03:25:58,18.1,328,0.667512,355,8.8,93
"01208500",2015-06-10 03:40:58,18.1,338,0.676656,357,8.9,94
"01208500",2015-06-10 03:55:58,18.1,338,0.676656,357,8.9,95
"01208500",2015-06-10 04:10:58,18.2,347,0.6858,358,9,96
"01208500",2015-06-10 04:25:58,18.2,361,0.697992,358,9.1,96
"01208500",2015-06-10 04:40:58,18.3,357,0.694944,358,9.2,97
"01208500",2015-06-10 04:55:58,18.4,354,0.691896,358,9.2,98
"01208500",2015-06-10 05:10:58,18.6,367,0.704088,358,9.2,99
"01208500",2015-06-10 05:25:58,18.7,357,0.694944,359,9.3,100
"01208500",2015-06-10 05:40:58,18.8,354,0.691896,359,9.4,101
"01208500",2015-06-10 05:55:58,19,361,0.697992,359,9.4,102
"01208500",2015-06-10 06:10:58,19.2,364,0.70104,358,9.5,102
"01208500",2015-06-10 06:25:58,19.4,354,0.691896,357,9.5,103
"01208500",2015-06-10 06:40:58,19.6,347,0.6858,355,9.6,104
"01208500",2015-06-10 06:55:58,19.8,361,0.697992,354,9.6,105
"01208500",2015-06-10 07:10:58,20,351,0.688848,352,9.6,106
"01208500",2015-06-10 07:25:58,20.2,361,0.697992,350,9.6,107
"01208500",2015-06-10 07:40:58,20.5,357,0.694944,349,9.7,107
"01208500",2015-06-10 07:55:58,20.7,361,0.697992,347,9.7,108
"01208500",2015-06-10 08:10:58,20.9,354,0.691896,346,9.7,108
"01208500",2015-06-10 08:25:58,21.2,354,0.691896,345,9.7,109
"01208500",2015-06-10 08:40:58,21.5,344,0.682752,345,9.7,110
"01208500",2015-06-10 08:55:58,21.7,344,0.682752,345,9.7,110
"01208500",2015-06-10 09:10:58,21.9,334,0.673608,346,9.6,110
"01208500",2015-06-10 09:25:58,22.1,334,0.673608,347,9.6,110
"01208500",2015-06-10 09:40:58,22.3,334,0.673608,347,9.6,110
"01208500",2015-06-10 09:55:58,22.4,338,0.676656,348,9.5,110
"01208500",2015-06-10 10:10:58,22.7,331,0.67056,349,9.5,110
"01208500",2015-06-10 10:25:58,22.7,322,0.661416,350,9.4,110
"01208500",2015-06-10 10:40:58,22.8,325,0.664464,351,9.4,110
"01208500",2015-06-10 10:55:58,23,325,0.664464,353,9.4,110
"01208500",2015-06-10 11:10:58,23.2,319,0.658368,354,9.4,110
"01208500",2015-06-10 11:25:58,23.5,315,0.65532,355,9.4,111
"01208500",2015-06-10 11:40:58,23.6,328,0.667512,356,9.4,111
"01208500",2015-06-10 11:55:58,23.8,315,0.65532,357,9.3,110
"01208500",2015-06-10 12:10:58,23.9,315,0.65532,358,9.3,110
"01208500",2015-06-10 12:25:58,23.9,309,0.649224,359,9.3,110
"01208500",2015-06-10 12:40:58,23.9,306,0.646176,360,9.2,109
"01208500",2015-06-10 12:55:58,23.9,297,0.637032,361,9.1,108
"01208500",2015-06-10 13:10:58,24,306,0.646176,362,9.1,108
"01208500",2015-06-10 13:25:58,24,294,0.633984,363,9.1,108
"01208500",2015-06-10 13:40:58,23.9,297,0.637032,363,9,108
"01208500",2015-06-10 13:55:58,23.9,300,0.64008,364,9,107
"01208500",2015-06-10 14:10:58,23.8,285,0.62484,364,8.9,106
"01208500",2015-06-10 14:25:58,23.6,294,0.633984,365,8.8,104
"01208500",2015-06-10 14:40:58,23.5,294,0.633984,365,8.7,103
"01208500",2015-06-10 14:55:58,23.4,291,0.630936,366,8.6,102
"01208500",2015-06-10 15:10:58,23.2,294,0.633984,367,8.6,100
"01208500",2015-06-10 15:25:58,23.1,297,0.637032,368,8.5,99
"01208500",2015-06-10 15:40:58,23,291,0.630936,368,8.4,98
"01208500",2015-06-10 15:55:58,22.9,288,0.627888,369,8.3,97
"01208500",2015-06-10 16:10:58,22.8,294,0.633984,370,8.2,96
"01208500",2015-06-10 16:25:58,22.8,288,0.627888,372,8.2,95
"01208500",2015-06-10 16:40:58,22.7,279,0.618744,372,8.1,94
"01208500",2015-06-10 16:55:58,22.6,285,0.62484,372,8.1,94
"01208500",2015-06-10 17:10:58,22.6,271,0.6096,373,8,93
